date,game_pk,away,home,market,entity,player_id,line,side,proj,price,ts
2026-08-11,823186,HOU,SF,ML,HOU,,,HOU,0.96,-177,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,TOTAL,GAME,,7.5,O,8.53,-110,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,ML,LAD,,,LAD,0.44,-271,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TOTAL,GAME,,8.5,O,8.71,-110,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,TT,AZ,,4.5,O,0.787,-133,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TT,ATH,,4.5,O,0.184,116,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,TT,ATL,,4.5,O,0.003,118,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,TT,BAL,,4.5,U,-0.064,-120,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,TT,BOS,,2.5,U,-0.576,116,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TT,CHC,,4.5,O,0.707,-143,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,TT,CWS,,4.5,O,0.447,118,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,TT,CIN,,3.5,U,-0.363,-125,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,TT,CLE,,3.5,U,-0.535,-105,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,TT,COL,,3.5,O,0.593,-133,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,TT,DET,,4.5,O,0.515,116,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,TT,HOU,,4.5,O,0.868,-113,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TT,KC,,2.5,U,-0.147,119,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,TT,LAA,,3.5,U,-0.17,105,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TT,LAD,,4.5,O,0.431,-140,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,TT,MIA,,3.5,U,-0.328,-147,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,TT,MIL,,3.5,O,0.356,-132,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,TT,MIN,,4.5,O,0.462,100,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,TT,NYM,,3.5,O,0.015,-127,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,TT,NYY,,3.5,O,0.357,-143,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,TT,PHI,,4.5,O,0.324,100,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,TT,PIT,,3.5,U,-0.272,-120,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,TT,SD,,3.5,U,-0.536,-130,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,TT,SF,,3.5,U,-0.731,-151,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,TT,SEA,,3.5,U,-0.035,-105,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,TT,STL,,3.5,U,-0.03,-145,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TT,TB,,5.5,O,1.532,-120,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,TT,TEX,,4.5,O,0.754,-133,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,TT,TOR,,3.5,U,-0.396,-116,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TT,WSH,,3.5,O,1.09,-114,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TB,Junior Caminero (TB),691406,1.5,O,1.327,-127,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,TB,Yordan Alvarez (HOU),670541,1.5,O,1.159,105,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TB,Shohei Ohtani (LAD),660271,1.5,O,1.123,-114,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,TB,Ben Rice (NYY),700250,1.5,O,0.904,120,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TB,Jonathan Aranda (TB),666018,1.5,O,0.887,-111,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TB,Victor Mesa Jr. (TB),683748,1.5,O,0.848,117,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TB,Yandy Díaz (TB),650490,1.5,O,0.802,-120,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TB,Freddie Freeman (LAD),518692,1.5,O,0.792,110,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,TB,Miguel Vargas (CWS),678246,1.5,O,0.755,122,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,TB,Joc Pederson (TEX),592626,1.5,O,0.744,122,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,Pete Crow-Armstrong (CHC),691718,1.5,O,0.726,-104,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,TB,Jeremy Peña (HOU),665161,1.5,O,0.722,102,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,TB,Dillon Dingler (DET),693307,1.5,O,0.718,116,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TB,Max Muncy (LAD),571970,1.5,O,0.689,135,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,TB,Bryce Harper (PHI),547180,1.5,O,0.688,122,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,TB,Ryan Jeffers (MIN),680777,1.5,O,0.652,130,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,TB,Brandon Nimmo (TEX),607043,1.5,O,0.639,110,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,TB,Corbin Carroll (AZ),682998,1.5,O,0.633,-119,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,TB,Bobby Witt Jr. (KC),677951,1.5,O,0.61,130,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,TB,Ketel Marte (AZ),606466,1.5,O,0.607,100,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,TB,Luis García Jr. (NYY),671277,1.5,O,0.588,130,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,TB,Kyle Schwarber (PHI),656941,1.5,O,0.559,130,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,TB,Trevor Larnach (MIN),663616,1.5,O,0.473,145,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,TB,Lars Nootbaar (AZ),663457,1.5,O,0.448,138,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,TB,Royce Lewis (MIN),668904,1.5,O,0.259,135,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,Michael Busch (CHC),683737,1.5,O,0.255,118,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,TB,Francisco Lindor (NYM),596019,1.5,O,0.223,128,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,TB,Iván Herrera (STL),671056,1.5,O,0.176,163,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,Ian Happ (CHC),664023,1.5,O,0.147,150,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,CJ Abrams (WSH),682928,1.5,O,0.13,160,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,Dansby Swanson (CHC),621020,1.5,O,0.07,185,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,TB,Nico Hoerner (CHC),663538,1.5,O,0.035,135,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,TB,Carlos Cortes (ATH),666126,1.5,O,0.033,155,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,HRR,Yordan Alvarez (HOU),670541,2.5,O,2.126,120,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,HRR,Pete Crow-Armstrong (CHC),691718,2.5,O,1.873,115,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,HRR,CJ Abrams (WSH),682928,1.5,O,1.84,115,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,HRR,Jordan Walker (STL),691023,1.5,O,1.763,-104,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,HRR,Matt Olson (ATL),621566,1.5,O,1.749,100,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,HRR,Shohei Ohtani (LAD),660271,2.5,O,1.691,105,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,HRR,Brice Turang (MIL),668930,1.5,O,1.659,-127,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,HRR,Alec Burleson (STL),676475,1.5,O,1.604,112,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,HRR,Otto Lopez (MIA),672640,1.5,O,1.6,-107,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,HRR,Sal Stewart (CIN),701398,1.5,O,1.599,100,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,HRR,Andy Pages (LAD),681624,1.5,O,1.579,-145,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,HRR,Yandy Díaz (TB),650490,2.5,O,1.576,-110,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,HRR,Junior Caminero (TB),691406,2.5,O,1.573,-115,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,HRR,Pete Alonso (BAL),624413,1.5,O,1.526,-135,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,HRR,Bryan Reynolds (PIT),668804,1.5,O,1.5,115,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,HRR,Brandon Lowe (PIT),664040,1.5,O,1.499,115,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,HRR,Ben Rice (NYY),700250,1.5,O,1.48,-110,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,HRR,Dillon Dingler (DET),693307,1.5,O,1.461,-130,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,HRR,Jonathan Aranda (TB),666018,2.5,O,1.41,110,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,HRR,Bryce Harper (PHI),547180,1.5,O,1.377,-130,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,K,Tanner Bibee (CLE),,4.5,O,5.04,-105,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,BB,Tanner Bibee (CLE),,1.5,U,1.83,-100,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,ER,Tanner Bibee (CLE),,2.5,O,2.64,-118,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,K,Drew Anderson (DET),,3.5,O,3.99,124,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,BB,Drew Anderson (DET),,1.5,O,1.7,161,2026-08-11T20:56:54+00:00
2026-08-11,824240,CLE,DET,ER,Drew Anderson (DET),,1.5,O,1.88,115,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,K,Paul Skenes (PIT),,6.5,O,6.75,-140,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,BB,Paul Skenes (PIT),,1.5,O,1.53,-156,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,ER,Paul Skenes (PIT),,1.5,O,2.24,-135,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,K,Eury Perez (MIA),,6.5,U,5.63,-125,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,BB,Eury Perez (MIA),,1.5,O,2.21,-174,2026-08-11T20:56:54+00:00
2026-08-11,823832,PIT,MIA,ER,Eury Perez (MIA),,1.5,O,2.15,-135,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,K,Shota Imanaga (CHC),,5.5,U,5.51,-149,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,BB,Shota Imanaga (CHC),,1.5,U,1.35,-194,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,ER,Shota Imanaga (CHC),,2.5,U,2.4,-150,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,K,Jake Irvin (WSH),,4.5,O,5.22,130,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,BB,Jake Irvin (WSH),,1.5,O,2.44,-180,2026-08-11T20:56:54+00:00
2026-08-11,822697,CHC,WSH,ER,Jake Irvin (WSH),,2.5,O,2.94,-125,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,K,Bryan Woo (SEA),,6.5,U,7.26,-150,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,BB,Bryan Woo (SEA),,1.5,U,1.78,-157,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,ER,Bryan Woo (SEA),,2.5,O,3.02,-101,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,K,Ryan Weathers (NYY),,6.5,U,6.58,-157,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,BB,Ryan Weathers (NYY),,1.5,U,1.44,-118,2026-08-11T20:56:54+00:00
2026-08-11,823512,SEA,NYY,ER,Ryan Weathers (NYY),,1.5,O,2.18,-165,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,K,Patrick Sandoval (BOS),,4.5,O,4.42,107,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,BB,Patrick Sandoval (BOS),,1.5,O,1.59,-165,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,ER,Patrick Sandoval (BOS),,1.5,O,2.19,-165,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,K,Dylan Cease (TOR),,7.5,O,6.98,-145,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,BB,Dylan Cease (TOR),,2.5,U,2.22,-189,2026-08-11T20:56:54+00:00
2026-08-11,822778,BOS,TOR,ER,Dylan Cease (TOR),,1.5,O,1.75,-125,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,K,Nolan McLean (NYM),,5.5,O,6.61,-150,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,BB,Nolan McLean (NYM),,1.5,O,1.94,-195,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,ER,Nolan McLean (NYM),,2.5,O,2.68,105,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,K,Martin Perez (ATL),,3.5,O,4.43,-135,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,BB,Martin Perez (ATL),,1.5,O,2.14,-128,2026-08-11T20:56:54+00:00
2026-08-11,824886,NYM,ATL,ER,Martin Perez (ATL),,2.5,U,2.35,-160,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,K,Brandon Young (BAL),,4.5,O,5.02,126,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,BB,Brandon Young (BAL),,1.5,O,2.2,-134,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,ER,Brandon Young (BAL),,2.5,O,2.92,-125,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,K,Bailey Ober (MIN),,4.5,U,4.99,-150,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,BB,Bailey Ober (MIN),,1.5,U,1.5,-160,2026-08-11T20:56:54+00:00
2026-08-11,823673,BAL,MIN,ER,Bailey Ober (MIN),,2.5,O,2.83,-115,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,K,Nick Lodolo (CIN),,4.5,U,5.01,-111,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,BB,Nick Lodolo (CIN),,1.5,O,1.93,105,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,ER,Nick Lodolo (CIN),,1.5,O,2.87,-165,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,K,Sean Burke (CWS),,7.5,O,7.66,115,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,BB,Sean Burke (CWS),,1.5,O,2.31,-116,2026-08-11T20:56:54+00:00
2026-08-11,824563,CIN,CWS,ER,Sean Burke (CWS),,1.5,O,2.32,-160,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,K,Cristopher Sanchez (PHI),,5.5,O,6.74,-140,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,BB,Cristopher Sanchez (PHI),,1.5,O,1.5,150,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,ER,Cristopher Sanchez (PHI),,1.5,O,2.63,-150,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,K,Andre Pallante (STL),,3.5,O,4.15,-103,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,BB,Andre Pallante (STL),,1.5,O,1.67,-127,2026-08-11T20:56:54+00:00
2026-08-11,823019,PHI,STL,ER,Andre Pallante (STL),,2.5,U,2.43,-140,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,K,Cody Bradford (TEX),,4.5,O,5.94,-146,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,BB,Cody Bradford (TEX),,1.5,U,2.13,-165,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,ER,Cody Bradford (TEX),,2.5,U,2.41,-160,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,K,Ryan Johnson (LAA),,4.5,U,4.71,-166,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,BB,Ryan Johnson (LAA),,1.5,O,2.02,-147,2026-08-11T20:56:54+00:00
2026-08-11,823997,TEX,LAA,ER,Ryan Johnson (LAA),,2.5,O,3.1,-118,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,K,Tomoyuki Sugano (COL),,2.5,O,3.57,-130,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,BB,Tomoyuki Sugano (COL),,1.5,U,1.7,-103,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,ER,Tomoyuki Sugano (COL),,3.5,U,3.45,-153,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,K,Mitch Bratt (AZ),,4.5,U,5.23,-132,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,BB,Mitch Bratt (AZ),,1.5,O,2.41,100,2026-08-11T20:56:54+00:00
2026-08-11,825046,COL,AZ,ER,Mitch Bratt (AZ),,2.5,O,2.62,120,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,K,Nick Martinez (TB),,3.5,U,3.49,-150,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,BB,Nick Martinez (TB),,0.5,O,1.3,-209,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,ER,Nick Martinez (TB),,2.5,O,2.59,-135,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,K,Mason Barnett (ATH),,3.5,O,3.84,110,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,BB,Mason Barnett (ATH),,1.5,O,2.05,-180,2026-08-11T20:56:54+00:00
2026-08-11,824970,TB,ATH,ER,Mason Barnett (ATH),,2.5,U,1.89,108,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,K,Kyle Harrison (MIL),,5.5,O,5.68,115,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,BB,Kyle Harrison (MIL),,1.5,U,1.2,-164,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,ER,Kyle Harrison (MIL),,1.5,O,1.55,-136,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,K,Walker Buehler (SD),,4.5,U,4.58,-160,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,BB,Walker Buehler (SD),,2.5,U,2.19,-189,2026-08-11T20:56:54+00:00
2026-08-11,823264,MIL,SD,ER,Walker Buehler (SD),,2.5,U,2.25,-167,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,K,Hunter Brown (HOU),,5.5,O,5.67,-143,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,BB,Hunter Brown (HOU),,2.5,U,2.37,-136,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,ER,Hunter Brown (HOU),,1.5,O,2.03,-139,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,K,Carson Whisenhunt (SF),,3.5,O,4.61,-115,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,BB,Carson Whisenhunt (SF),,1.5,O,2.32,-190,2026-08-11T20:56:54+00:00
2026-08-11,823186,HOU,SF,ER,Carson Whisenhunt (SF),,2.5,O,3.33,108,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,K,Michael Wacha (KC),,4.5,U,5.23,-130,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,BB,Michael Wacha (KC),,1.5,O,2.09,-199,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,ER,Michael Wacha (KC),,3.5,U,3.35,-150,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,K,Blake Snell (LAD),,6.5,U,4.9,-155,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,BB,Blake Snell (LAD),,1.5,O,1.54,-130,2026-08-11T20:56:54+00:00
2026-08-11,823917,KC,LAD,ER,Blake Snell (LAD),,1.5,O,2.23,125,2026-08-11T20:56:54+00:00
