date,game,team,line,side,p_model,p_mkt,edge,price,book,nb,mean,lineup,game_pk,pay,ev,on_board,actual,settle,units
2026-08-21,SF@BOS,BOS,2.5,Under,0.358,0.294,0.064,220,williamhill_us,1,3.77,Expected Lineup,824721,2.2,0.1456,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,3.5,Over,0.483,0.565,-0.081,-143,betrivers,4,3.77,Expected Lineup,824721,0.6993,-0.1792,False,6,W,0.6993
2026-08-21,SF@BOS,BOS,3.5,Under,0.517,0.435,0.081,120,fanduel,4,3.77,Expected Lineup,824721,1.2,0.1374,True,6,L,-1.0
2026-08-21,SF@BOS,BOS,4.5,Over,0.342,0.433,-0.091,120,draftkings,2,3.77,Expected Lineup,824721,1.2,-0.2476,False,6,W,1.2
2026-08-21,SF@BOS,BOS,4.5,Under,0.658,0.567,0.091,-150,williamhill_us,2,3.77,Expected Lineup,824721,0.6667,0.0967,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,5.5,Over,0.228,0.328,-0.1,187,williamhill_us,1,3.77,Expected Lineup,824721,1.87,-0.3456,False,6,W,1.87
2026-08-21,SF@BOS,BOS,5.5,Under,0.772,0.672,0.1,-250,williamhill_us,1,3.77,Expected Lineup,824721,0.4,0.0808,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,6.5,Over,0.147,0.234,-0.087,300,williamhill_us,1,3.77,Expected Lineup,824721,3.0,-0.412,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,6.5,Under,0.853,0.766,0.087,-450,williamhill_us,1,3.77,Expected Lineup,824721,0.2222,0.0426,False,6,W,0.2222
2026-08-21,SF@BOS,BOS,7.5,Over,0.089,0.17,-0.08,450,williamhill_us,1,3.77,Expected Lineup,824721,4.5,-0.5105,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,7.5,Under,0.911,0.83,0.08,-800,williamhill_us,1,3.77,Expected Lineup,824721,0.125,0.0249,False,6,W,0.125
2026-08-21,SF@BOS,BOS,8.5,Over,0.052,0.125,-0.073,650,williamhill_us,1,3.77,Expected Lineup,824721,6.5,-0.61,False,6,L,-1.0
2026-08-21,SF@BOS,BOS,8.5,Under,0.948,0.875,0.073,-1400,williamhill_us,1,3.77,Expected Lineup,824721,0.0714,0.0157,False,6,W,0.0714
2026-08-21,WSH@MIA,WSH,2.5,Over,0.692,0.625,0.067,-200,williamhill_us,1,4.3,Expected Lineup,823830,0.5,0.038,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,2.5,Under,0.308,0.375,-0.067,150,williamhill_us,1,4.3,Expected Lineup,823830,1.5,-0.23,False,2,W,1.5
2026-08-21,WSH@MIA,WSH,3.5,Over,0.551,0.482,0.069,-104,fanduel,5,4.3,Expected Lineup,823830,0.9615,0.0808,True,2,L,-1.0
2026-08-21,WSH@MIA,WSH,3.5,Under,0.449,0.518,-0.069,-115,draftkings,5,4.3,Expected Lineup,823830,0.8696,-0.1606,False,2,W,0.8696
2026-08-21,WSH@MIA,WSH,4.5,Over,0.418,0.357,0.061,160,williamhill_us,1,4.3,Expected Lineup,823830,1.6,0.0868,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,4.5,Under,0.582,0.643,-0.061,-225,williamhill_us,1,4.3,Expected Lineup,823830,0.4444,-0.1593,False,2,W,0.4444
2026-08-21,WSH@MIA,WSH,5.5,Over,0.303,0.269,0.034,250,williamhill_us,1,4.3,Expected Lineup,823830,2.5,0.0605,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,5.5,Under,0.697,0.731,-0.034,-350,williamhill_us,1,4.3,Expected Lineup,823830,0.2857,-0.1039,False,2,W,0.2857
2026-08-21,WSH@MIA,WSH,6.5,Over,0.211,0.188,0.024,400,williamhill_us,1,4.3,Expected Lineup,823830,4.0,0.055,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,6.5,Under,0.789,0.812,-0.024,-650,williamhill_us,1,4.3,Expected Lineup,823830,0.1538,-0.0896,False,2,W,0.1538
2026-08-21,WSH@MIA,WSH,7.5,Over,0.136,0.134,0.002,600,williamhill_us,1,4.3,Expected Lineup,823830,6.0,-0.048,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,7.5,Under,0.864,0.866,-0.002,-1200,williamhill_us,1,4.3,Expected Lineup,823830,0.0833,-0.064,False,2,W,0.0833
2026-08-21,WSH@MIA,WSH,8.5,Over,0.089,0.104,-0.014,800,williamhill_us,1,4.3,Expected Lineup,823830,8.0,-0.199,False,2,L,-1.0
2026-08-21,WSH@MIA,WSH,8.5,Under,0.911,0.896,0.014,-2500,williamhill_us,1,4.3,Expected Lineup,823830,0.04,-0.0526,False,2,W,0.04
2026-08-21,WSH@MIA,MIA,2.5,Over,0.76,0.697,0.063,-286,williamhill_us,1,4.82,Expected Lineup,823830,0.3497,0.0257,False,3,W,0.3497
2026-08-21,WSH@MIA,MIA,2.5,Under,0.24,0.303,-0.063,210,williamhill_us,1,4.82,Expected Lineup,823830,2.1,-0.256,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,3.5,Over,0.627,0.563,0.064,-150,williamhill_us,3,4.82,Expected Lineup,823830,0.6667,0.045,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,3.5,Under,0.373,0.437,-0.064,120,draftkings,3,4.82,Expected Lineup,823830,1.2,-0.1794,False,3,W,1.2
2026-08-21,WSH@MIA,MIA,4.5,Over,0.49,0.433,0.057,120,williamhill_us,3,4.82,Expected Lineup,823830,1.2,0.078,True,3,L,-1.0
2026-08-21,WSH@MIA,MIA,4.5,Under,0.51,0.567,-0.057,-141,betrivers,3,4.82,Expected Lineup,823830,0.7092,-0.1283,False,3,W,0.7092
2026-08-21,WSH@MIA,MIA,5.5,Over,0.361,0.312,0.048,200,williamhill_us,1,4.82,Expected Lineup,823830,2.0,0.083,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,5.5,Under,0.639,0.688,-0.048,-275,williamhill_us,1,4.82,Expected Lineup,823830,0.3636,-0.1286,False,3,W,0.3636
2026-08-21,WSH@MIA,MIA,6.5,Over,0.257,0.225,0.031,320,williamhill_us,1,4.82,Expected Lineup,823830,3.2,0.0794,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,6.5,Under,0.743,0.775,-0.031,-450,williamhill_us,1,4.82,Expected Lineup,823830,0.2222,-0.0919,False,3,W,0.2222
2026-08-21,WSH@MIA,MIA,7.5,Over,0.177,0.17,0.007,450,williamhill_us,1,4.82,Expected Lineup,823830,4.5,-0.0265,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,7.5,Under,0.823,0.83,-0.007,-800,williamhill_us,1,4.82,Expected Lineup,823830,0.125,-0.0741,False,3,W,0.125
2026-08-21,WSH@MIA,MIA,8.5,Over,0.119,0.124,-0.005,650,williamhill_us,1,4.82,Expected Lineup,823830,6.5,-0.1075,False,3,L,-1.0
2026-08-21,WSH@MIA,MIA,8.5,Under,0.881,0.876,0.005,-1600,williamhill_us,1,4.82,Expected Lineup,823830,0.0625,-0.0639,False,3,W,0.0625
2026-08-21,TB@BAL,TB,2.5,Over,0.74,0.651,0.088,-225,williamhill_us,1,4.76,Expected Lineup,824800,0.4444,0.0689,False,3,W,0.4444
2026-08-21,TB@BAL,TB,2.5,Under,0.26,0.349,-0.088,170,williamhill_us,1,4.76,Expected Lineup,824800,1.7,-0.298,False,3,L,-1.0
2026-08-21,TB@BAL,TB,3.5,Over,0.612,0.52,0.091,-115,fanduel,5,4.76,Expected Lineup,824800,0.8696,0.1442,True,3,L,-1.0
2026-08-21,TB@BAL,TB,3.5,Under,0.388,0.48,-0.091,-105,draftkings,5,4.76,Expected Lineup,824800,0.9524,-0.2425,False,3,W,0.9524
2026-08-21,TB@BAL,TB,4.5,Over,0.481,0.388,0.092,148,betrivers,2,4.76,Expected Lineup,824800,1.48,0.1929,False,3,L,-1.0
2026-08-21,TB@BAL,TB,4.5,Under,0.519,0.612,-0.092,-182,williamhill_us,2,4.76,Expected Lineup,824800,0.5495,-0.1958,False,3,W,0.5495
2026-08-21,TB@BAL,TB,5.5,Over,0.361,0.29,0.072,230,betrivers,2,4.76,Expected Lineup,824800,2.3,0.1913,False,3,L,-1.0
2026-08-21,TB@BAL,TB,5.5,Under,0.639,0.71,-0.072,-300,williamhill_us,2,4.76,Expected Lineup,824800,0.3333,-0.148,False,3,W,0.3333
2026-08-21,TB@BAL,TB,6.5,Over,0.258,0.217,0.041,333,williamhill_us,1,4.76,Expected Lineup,824800,3.33,0.1171,False,3,L,-1.0
2026-08-21,TB@BAL,TB,6.5,Under,0.742,0.783,-0.041,-500,williamhill_us,1,4.76,Expected Lineup,824800,0.2,-0.1096,False,3,W,0.2
2026-08-21,TB@BAL,TB,7.5,Over,0.18,0.156,0.024,500,williamhill_us,1,4.76,Expected Lineup,824800,5.0,0.08,False,3,L,-1.0
2026-08-21,TB@BAL,TB,7.5,Under,0.82,0.844,-0.024,-900,williamhill_us,1,4.76,Expected Lineup,824800,0.1111,-0.0889,False,3,W,0.1111
2026-08-21,TB@BAL,TB,8.5,Over,0.122,0.116,0.006,700,williamhill_us,1,4.76,Expected Lineup,824800,7.0,-0.024,False,3,L,-1.0
2026-08-21,TB@BAL,TB,8.5,Under,0.878,0.884,-0.006,-2000,williamhill_us,1,4.76,Expected Lineup,824800,0.05,-0.0781,False,3,W,0.05
2026-08-21,TB@BAL,BAL,2.5,Over,0.745,0.672,0.073,-250,williamhill_us,1,4.59,Expected Lineup,824800,0.4,0.043,False,5,W,0.4
2026-08-21,TB@BAL,BAL,2.5,Under,0.255,0.328,-0.073,187,williamhill_us,1,4.59,Expected Lineup,824800,1.87,-0.2682,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,3.5,Over,0.602,0.559,0.043,-133,williamhill_us,5,4.59,Expected Lineup,824800,0.7519,0.0546,True,5,W,0.7519
2026-08-21,TB@BAL,BAL,3.5,Under,0.398,0.441,-0.043,116,fanduel,5,4.59,Expected Lineup,824800,1.16,-0.1403,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,4.5,Over,0.46,0.417,0.044,130,williamhill_us,2,4.59,Expected Lineup,824800,1.3,0.058,False,5,W,1.3
2026-08-21,TB@BAL,BAL,4.5,Under,0.54,0.583,-0.044,-155,betrivers,2,4.59,Expected Lineup,824800,0.6452,-0.1116,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,5.5,Over,0.332,0.304,0.028,220,williamhill_us,2,4.59,Expected Lineup,824800,2.2,0.0624,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,5.5,Under,0.668,0.696,-0.028,-265,betrivers,2,4.59,Expected Lineup,824800,0.3774,-0.0799,False,5,W,0.3774
2026-08-21,TB@BAL,BAL,6.5,Over,0.228,0.217,0.011,333,williamhill_us,1,4.59,Expected Lineup,824800,3.33,-0.0128,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,6.5,Under,0.772,0.783,-0.011,-500,williamhill_us,1,4.59,Expected Lineup,824800,0.2,-0.0736,False,5,W,0.2
2026-08-21,TB@BAL,BAL,7.5,Over,0.154,0.156,-0.002,500,williamhill_us,1,4.59,Expected Lineup,824800,5.0,-0.076,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,7.5,Under,0.846,0.844,0.002,-900,williamhill_us,1,4.59,Expected Lineup,824800,0.1111,-0.06,False,5,W,0.1111
2026-08-21,TB@BAL,BAL,8.5,Over,0.098,0.11,-0.012,750,williamhill_us,1,4.59,Expected Lineup,824800,7.5,-0.167,False,5,L,-1.0
2026-08-21,TB@BAL,BAL,8.5,Under,0.902,0.89,0.012,-2000,williamhill_us,1,4.59,Expected Lineup,824800,0.05,-0.0529,False,5,W,0.05
2026-08-21,NYM@CWS,NYM,2.5,Over,0.626,0.634,-0.008,-200,williamhill_us,1,3.8,Expected Lineup,824559,0.5,-0.061,False,4,W,0.5
2026-08-21,NYM@CWS,NYM,2.5,Under,0.374,0.366,0.008,160,williamhill_us,1,3.8,Expected Lineup,824559,1.6,-0.0276,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,3.5,Over,0.476,0.495,-0.019,-110,williamhill_us,5,3.8,Expected Lineup,824559,0.9091,-0.0913,False,4,W,0.9091
2026-08-21,NYM@CWS,NYM,3.5,Under,0.524,0.505,0.019,-115,fanduel,5,3.8,Expected Lineup,824559,0.8696,-0.0203,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,4.5,Over,0.35,0.373,-0.023,155,betrivers,2,3.8,Expected Lineup,824559,1.55,-0.1075,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,4.5,Under,0.65,0.627,0.023,-200,williamhill_us,2,3.8,Expected Lineup,824559,0.5,-0.025,False,4,W,0.5
2026-08-21,NYM@CWS,NYM,5.5,Over,0.24,0.273,-0.033,250,betrivers,2,3.8,Expected Lineup,824559,2.5,-0.16,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,5.5,Under,0.76,0.727,0.033,-333,williamhill_us,2,3.8,Expected Lineup,824559,0.3003,-0.0118,False,4,W,0.3003
2026-08-21,NYM@CWS,NYM,6.5,Over,0.162,0.202,-0.041,360,williamhill_us,1,3.8,Expected Lineup,824559,3.6,-0.2548,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,6.5,Under,0.839,0.798,0.041,-600,williamhill_us,1,3.8,Expected Lineup,824559,0.1667,-0.0212,False,4,W,0.1667
2026-08-21,NYM@CWS,NYM,7.5,Over,0.103,0.145,-0.041,550,williamhill_us,1,3.8,Expected Lineup,824559,5.5,-0.3305,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,7.5,Under,0.897,0.855,0.041,-1000,williamhill_us,1,3.8,Expected Lineup,824559,0.1,-0.0133,False,4,W,0.1
2026-08-21,NYM@CWS,NYM,8.5,Over,0.064,0.104,-0.039,800,williamhill_us,1,3.8,Expected Lineup,824559,8.0,-0.424,False,4,L,-1.0
2026-08-21,NYM@CWS,NYM,8.5,Under,0.936,0.896,0.039,-2500,williamhill_us,1,3.8,Expected Lineup,824559,0.04,-0.0266,False,4,W,0.04
2026-08-21,NYM@CWS,CWS,2.5,Over,0.802,0.706,0.097,-300,williamhill_us,1,5.17,Expected Lineup,824559,0.3333,0.0693,False,6,W,0.3333
2026-08-21,NYM@CWS,CWS,2.5,Under,0.198,0.294,-0.097,220,williamhill_us,1,5.17,Expected Lineup,824559,2.2,-0.3664,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,3.5,Over,0.676,0.572,0.104,-148,betrivers,3,5.17,Expected Lineup,824559,0.6757,0.1328,False,6,W,0.6757
2026-08-21,NYM@CWS,CWS,3.5,Under,0.324,0.428,-0.104,120,fanduel,3,5.17,Expected Lineup,824559,1.2,-0.2872,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,4.5,Over,0.535,0.437,0.098,120,betrivers,4,5.17,Expected Lineup,824559,1.2,0.177,True,6,W,1.2
2026-08-21,NYM@CWS,CWS,4.5,Under,0.465,0.563,-0.098,-145,draftkings,4,5.17,Expected Lineup,824559,0.6897,-0.2143,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,5.5,Over,0.407,0.323,0.084,195,betrivers,2,5.17,Expected Lineup,824559,1.95,0.2006,False,6,W,1.95
2026-08-21,NYM@CWS,CWS,5.5,Under,0.593,0.677,-0.084,-250,williamhill_us,2,5.17,Expected Lineup,824559,0.4,-0.1698,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,6.5,Over,0.294,0.234,0.06,300,williamhill_us,1,5.17,Expected Lineup,824559,3.0,0.176,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,6.5,Under,0.706,0.766,-0.06,-450,williamhill_us,1,5.17,Expected Lineup,824559,0.2222,-0.1371,False,6,W,0.2222
2026-08-21,NYM@CWS,CWS,7.5,Over,0.202,0.17,0.032,450,williamhill_us,1,5.17,Expected Lineup,824559,4.5,0.111,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,7.5,Under,0.798,0.83,-0.032,-800,williamhill_us,1,5.17,Expected Lineup,824559,0.125,-0.1022,False,6,W,0.125
2026-08-21,NYM@CWS,CWS,8.5,Over,0.137,0.124,0.013,650,williamhill_us,1,5.17,Expected Lineup,824559,6.5,0.0275,False,6,L,-1.0
2026-08-21,NYM@CWS,CWS,8.5,Under,0.863,0.876,-0.013,-1600,williamhill_us,1,5.17,Expected Lineup,824559,0.0625,-0.0831,False,6,W,0.0625
2026-08-21,DET@KC,DET,2.5,Over,0.724,0.697,0.027,-286,williamhill_us,1,4.58,Expected Lineup,824072,0.3497,-0.0229,False,2,L,-1.0
2026-08-21,DET@KC,DET,2.5,Under,0.276,0.303,-0.027,210,williamhill_us,1,4.58,Expected Lineup,824072,2.1,-0.1444,False,2,W,2.1
2026-08-21,DET@KC,DET,3.5,Over,0.591,0.572,0.019,-154,williamhill_us,1,4.58,Expected Lineup,824072,0.6494,-0.0252,False,2,L,-1.0
2026-08-21,DET@KC,DET,3.5,Under,0.409,0.428,-0.019,120,williamhill_us,1,4.58,Expected Lineup,824072,1.2,-0.1002,False,2,W,1.2
2026-08-21,DET@KC,DET,4.5,Over,0.457,0.449,0.007,116,fanduel,5,4.58,Expected Lineup,824072,1.16,-0.0129,False,2,L,-1.0
2026-08-21,DET@KC,DET,4.5,Under,0.543,0.551,-0.007,-135,draftkings,5,4.58,Expected Lineup,824072,0.7407,-0.0548,False,2,W,0.7407
2026-08-21,DET@KC,DET,5.5,Over,0.337,0.349,-0.011,170,williamhill_us,1,4.58,Expected Lineup,824072,1.7,-0.0901,False,2,L,-1.0
2026-08-21,DET@KC,DET,5.5,Under,0.663,0.651,0.011,-225,williamhill_us,1,4.58,Expected Lineup,824072,0.4444,-0.0423,False,2,W,0.4444
2026-08-21,DET@KC,DET,6.5,Over,0.239,0.263,-0.024,260,williamhill_us,1,4.58,Expected Lineup,824072,2.6,-0.1396,False,2,L,-1.0
2026-08-21,DET@KC,DET,6.5,Under,0.761,0.737,0.024,-350,williamhill_us,1,4.58,Expected Lineup,824072,0.2857,-0.0216,False,2,W,0.2857
2026-08-21,DET@KC,DET,7.5,Over,0.164,0.188,-0.023,400,williamhill_us,1,4.58,Expected Lineup,824072,4.0,-0.18,False,2,L,-1.0
2026-08-21,DET@KC,DET,7.5,Under,0.836,0.812,0.023,-650,williamhill_us,1,4.58,Expected Lineup,824072,0.1538,-0.0354,False,2,W,0.1538
2026-08-21,DET@KC,DET,8.5,Over,0.106,0.143,-0.036,550,williamhill_us,1,4.58,Expected Lineup,824072,5.5,-0.311,False,2,L,-1.0
2026-08-21,DET@KC,DET,8.5,Under,0.894,0.857,0.036,-1200,williamhill_us,1,4.58,Expected Lineup,824072,0.0833,-0.0315,False,2,W,0.0833
2026-08-21,DET@KC,KC,2.5,Over,0.597,0.667,-0.07,-250,williamhill_us,1,3.47,Expected Lineup,824072,0.4,-0.1642,False,5,W,0.4
2026-08-21,DET@KC,KC,2.5,Under,0.403,0.333,0.07,180,williamhill_us,1,3.47,Expected Lineup,824072,1.8,0.1284,False,5,L,-1.0
2026-08-21,DET@KC,KC,3.5,Over,0.433,0.531,-0.098,-121,betrivers,5,3.47,Expected Lineup,824072,0.8264,-0.2091,False,5,W,0.8264
2026-08-21,DET@KC,KC,3.5,Under,0.567,0.469,0.098,106,fanduel,5,3.47,Expected Lineup,824072,1.06,0.168,True,5,L,-1.0
2026-08-21,DET@KC,KC,4.5,Over,0.296,0.399,-0.103,137,williamhill_us,1,3.47,Expected Lineup,824072,1.37,-0.2985,False,5,W,1.37
2026-08-21,DET@KC,KC,4.5,Under,0.704,0.601,0.103,-175,williamhill_us,1,3.47,Expected Lineup,824072,0.5714,0.1063,False,5,L,-1.0
2026-08-21,DET@KC,KC,5.5,Over,0.193,0.294,-0.101,220,williamhill_us,1,3.47,Expected Lineup,824072,2.2,-0.3824,False,5,L,-1.0
2026-08-21,DET@KC,KC,5.5,Under,0.807,0.706,0.101,-300,williamhill_us,1,3.47,Expected Lineup,824072,0.3333,0.076,False,5,W,0.3333
2026-08-21,DET@KC,KC,6.5,Over,0.118,0.212,-0.094,340,williamhill_us,1,3.47,Expected Lineup,824072,3.4,-0.4808,False,5,L,-1.0
2026-08-21,DET@KC,KC,6.5,Under,0.882,0.788,0.094,-550,williamhill_us,1,3.47,Expected Lineup,824072,0.1818,0.0424,False,5,W,0.1818
2026-08-21,DET@KC,KC,7.5,Over,0.071,0.146,-0.075,550,williamhill_us,1,3.47,Expected Lineup,824072,5.5,-0.5385,False,5,L,-1.0
2026-08-21,DET@KC,KC,7.5,Under,0.929,0.854,0.075,-900,williamhill_us,1,3.47,Expected Lineup,824072,0.1111,0.0322,False,5,W,0.1111
2026-08-21,DET@KC,KC,8.5,Over,0.041,0.11,-0.069,750,williamhill_us,1,3.47,Expected Lineup,824072,7.5,-0.6515,False,5,L,-1.0
2026-08-21,DET@KC,KC,8.5,Under,0.959,0.89,0.069,-2000,williamhill_us,1,3.47,Expected Lineup,824072,0.05,0.007,False,5,W,0.05
2026-08-21,ATH@HOU,ATH,2.5,Over,0.702,0.6,0.101,-175,williamhill_us,2,4.43,Expected Lineup,824152,0.5714,0.1031,False,0,L,-1.0
2026-08-21,ATH@HOU,ATH,2.5,Under,0.298,0.4,-0.101,137,williamhill_us,2,4.43,Expected Lineup,824152,1.37,-0.2937,False,0,W,1.37
2026-08-21,ATH@HOU,ATH,3.5,Over,0.566,0.467,0.099,110,williamhill_us,5,4.43,Expected Lineup,824152,1.1,0.1886,True,0,L,-1.0
